,VALUE,SMILES,MolWt
2996,0.35,OC1C(O)C(O)C(O)C(O)C1O,180.063388104
2997,0.32,CC=CC=O,70.041864812
2998,0.31,CCC(C(O)=O)N,103.063328528
2999,0.3,O=C(CC1)NC1=O,99.0320284
3000,0.28,CC(C)C(O)=O,88.052429496
3001,0.23,CN1CCCCC1,99.10479941599999
3002,0.22,CC(CC(C)=O)=O,100.052429496
3003,0.15,C(OCC)=O,74.036779432
3004,0.15,C=CC#N,53.026549096
3005,0.11,CC1CCCO1,86.07316494
3006,0.1,CC(C)(C)OC(N)=O,117.078978592
3007,0.08,CCC(C)(O)C,88.088815004
3008,0.07,NNc1ccccc1,108.06874825599999
3009,0.04,CC(C)CO,74.07316494
3010,0.04,O=S(CC)(CC)=O,122.04015056
3011,0.02,c12nccnc1ncnc2,132.043596128
3012,0.01,O=C(c1ccncc1)NN,137.058911844
3013,0.0,Oc1ccccc1,94.041864812
3014,-0.01,CCCC=O,72.057514876
3015,-0.02,CN1C2CCC1C(C(O)=O)C(O)C2,185.10519334
3016,-0.03,C1CCOCC1,86.07316494
3017,-0.06,CCC1NC(=O)NC1(=O),128.058577496
3018,-0.07,Cc1cc(O)no1,99.0320284
3019,-0.09,NC(C(O)=O)C(O)C,119.058243148
3020,-0.1,C(c1ccco1)=O,96.021129368
3021,-0.12,Cc1nc(nccn2)c2cn1,146.059246192
3022,-0.13,NC(C(O)=O)C(C)(S)C,149.051049592
3023,-0.17,c1ccc[nH]1,67.04219916
3024,-0.17,OC1C(O)C(O)CC(O)C1O,164.068473484
3025,-0.17,OC(CO)Cn(cn1)c(C(N2C)=O)c1N(C2=O)C,254.101504928
3026,-0.17,O=NN1CCCCC1,114.07931294
3027,-0.19,CC(CCC)=O,86.07316494
3028,-0.19,OC(CCC)=O,88.052429496
3029,-0.2,CN(NC(CCC(O)=O)=O)C,160.084792244
3030,-0.2,OC(CCC(O)=O)=O,118.02660867200001
3031,-0.2,CC(C)C(O)C,88.088815004
3032,-0.22,O=C(OC)C=C,86.036779432
3033,-0.24,CCC(O)CC,88.088815004
3034,-0.27,O=C(C(C2OC1CC2)C1C(O)=O)O,186.05282342
3035,-0.29,CC(O)CCC,88.088815004
3036,-0.29,OC(=O)CC(C)(C(=O)O)C(C)(C)C(=O)O,218.079038168
3037,-0.29,ClCCC#N,89.003226808
3038,-0.29,Oc1c(CO)cccc1,124.052429496
3039,-0.3,NC(OCC(C)C)=O,117.078978592
3040,-0.31,NC(=NC(#N))N,84.04359612799999
3041,-0.38,CC(CC)(O)CC,102.104465068
3042,-0.38,Nc1ccc(N)cc1,108.06874825599999
3043,-0.39,COCCC,74.07316494
3044,-0.39,OCC(C)C(C)C,102.104465068
3045,-0.4,OCc1ccccc1,108.057514876
3046,-0.42,OC(C(N)CCSC)=O,149.051049592
3047,-0.42,Nc(cccc1)c1N,108.06874825599999
3048,-0.42,OC(C(C)NC)c1ccccc1,165.1153641
3049,-0.45,CC(CC1CCCCN1)=O,141.1153641
3050,-0.46,Oc1cccnc1,95.03711378
3051,-0.46,O=C(c1cccnc1)OC,137.047678464
3052,-0.47,Cc1ncnc2c1nccn2,146.059246192
3053,-0.48,NCC(O)c1ccccc1,137.084063972
3054,-0.48,O=C(C(CO)c3ccccc3)OC2CC1C(O4)C4C(C2)N1C,303.14705815200006
3055,-0.49,O=COCCC,88.052429496
3056,-0.5,NCCC(C(NC2CC(C(C(C2OC3OC(C(C(C3O)N)O)CO)O)OC1OC(C(C(C1O)O)O)CN)N)=O)O,585.2857364359999
3057,-0.5,OCCC(C)(C)C,102.104465068
3058,-0.53,n1c(c[nH]c1)CC(N)C(O)=O,155.069476528
3059,-0.54,CCCC(O)C(CC)CO,146.130679816
3060,-0.55,OC(C(N)CCC(N)=O)=O,146.06914218
3061,-0.59,CC1CO1,58.041864812
3062,-0.6,O=C1CCCCC1,98.07316494
3063,-0.6,CC(OCC(OC(C)=O)COC(C)=O)=O,218.079038168
3064,-0.62,CC(C)(C)C(O)C,102.104465068
3065,-0.63,O=C1N(c2ccccc2)N(C)C(C)=C1N(C)C,231.137162164
3066,-0.63,C(Cl)(Cl),83.953355424
3067,-0.66,NC(OCCCC)=O,117.078978592
3068,-0.66,CCOCCC,88.088815004
3069,-0.66,O=C(CC)OCC,102.06807956
3070,-0.68,Oc1cccc(C)c1,108.057514876
3071,-0.68,O=CNc1ccccc1,121.052763844
3072,-0.7,Oc1ccc(Cl)cc1,128.00289246
3073,-0.7,Oc1cccc(Cl)c1,128.00289246
3074,-0.7,CC(C)C(O)CC,102.104465068
3075,-0.71,OCCOc1ccccc1,138.06807956
3076,-0.72,CC(O)C(C)CC,102.104465068
3077,-0.72,CC(OCCC)=O,102.06807956
3078,-0.72,CC(C)(O)C(C)(C)C,116.120115132
3079,-0.72,Nc(cccc1)c1O,109.052763844
3080,-0.73,OCCN(c1ccccc1)CCO,181.11027872
3081,-0.74,O=C(C=C)OCC,100.052429496
3082,-0.74,Oc1ccc(N(=O)=O)cc1,139.02694302
3083,-0.74,O[NH]c1ccccc1,109.052763844
3084,-0.74,NC(CC(N)C(O)=O)=O,132.053492116
3085,-0.77,N#CC(c1ccccc1)OC(C(C(O)C2O)O)OC2COC(C(C(O)C3O)O)OC3CO,457.1584106839999
3086,-0.78,c12ccccc1[nH]nn2,119.04834715999999
3087,-0.8,Nc1ccc(O)cc1,109.052763844
3088,-0.8,O=C(NC1=O)N(C=C1)C,126.042927432
3089,-0.8,OC(CC)CCC,102.104465068
3090,-0.8,C=C(C)C(OC)=O,100.052429496
3091,-0.8,CC(C)(C)COC(=O)N,131.094628656
3092,-0.82,O=C(OCC)CC(OCC)=O,160.073558864
3093,-0.82,CCCC(OC)=O,102.06807956
3094,-0.83,C=CCS(SCC=C)=O,162.01730694
3095,-0.83,C=CC(CCC)=O,98.07316494
3096,-0.84,O=C(O)c1cnccc1,123.0320284
3097,-0.85,CCCCC=O,86.07316494
3098,-0.85,CN(N=O)C(N)=O,103.0381764
3099,-0.85,CCOC=C,72.057514876
3100,-0.85,Cc1cc(N)ccc1,107.073499288
3101,-0.85,CCC(O)(CC)CC,116.120115132
3102,-0.85,OC(C(C(C(CO)O2)O)O)C2Oc1ccccc1CO,286.105252916
3103,-0.86,O=Cc1c(O)cccc1,122.036779432
3104,-0.87,Clc1nc(ncnc2)c2nc1,166.004623776
3105,-0.88,CC(CC1)CCC1O,114.104465068
3106,-0.88,CC(C(C(C)=O)CCC)=O,142.099379688
3107,-0.89,ClCBr,127.902839844
3108,-0.89,OC(Cc1ccccc1)=O,136.052429496
3109,-0.9,CC(NC(N)=O)=O,102.042927432
3110,-0.91,COc1nc(ncnc2)c2nc1,162.054160812
3111,-0.92,CC(c1ccccc1)O,122.07316494
3112,-0.92,CC(C)(O)CC(C)C,116.120115132
3113,-0.96,O=C(CCC(OCC)=O)OCC,174.089208928
3114,-0.96,CC=CCC#N,81.057849224
3115,-0.96,NC(c1ccccc1)=O,121.052763844
3116,-0.96,Oc1ccc(C=O)cc1,122.036779432
3117,-0.97,O=C(N(C)c2c1n(C)cn2)N(C)C1=O,194.08037556
3118,-0.98,CC(Nc1ccc(N)cc1)=O,150.07931294
3119,-0.99,O=C(C=C1)C=CC1=O,108.021129368
3120,-0.99,CCCCOC,88.088815004
3121,-1.0,CI,141.927948096
3122,-1.0,CCC(C)(O)CCC,116.120115132
3123,-1.01,O=COCC(C)C,102.06807956
3124,-1.03,O=C(Nc(cc1)ccc1O)C,151.063328528
3125,-1.04,c12ccccc1NCC2,119.073499288
3126,-1.07,O=C(NC=C1F)NC1=O,130.017855556
3127,-1.08,CC(C)(O)CCCC,116.120115132
3128,-1.09,Brc1ccc(O)cc1,171.95237688
3129,-1.09,CCBr,107.95746226
3130,-1.1,CC(C)OC(C)C,102.104465068
3131,-1.1,O=C(O)COc1ccccc1,152.04734411599998
3132,-1.11,COc2ncc1nccnc1n2,162.054160812
3133,-1.11,COc2c1nccnc1ncn2,162.054160812
3134,-1.12,NCCc1ccc(O)cc1,137.084063972
3135,-1.13,OC(C(CC(C)CC1C)C1=O)CC(CC2=O)CC(N2)=O,281.162708216
3136,-1.14,CC(C)CCCO,102.104465068
3137,-1.14,NC1=NC(NC=C1)=O,111.04326178
3138,-1.16,c12c(cccc2)nco1,119.03711378
3139,-1.16,S(=O)(CCCl)CCCl,173.967291236
3140,-1.17,CCC(CO)CC,102.104465068
3141,-1.17,ClC(Cl)(Cl),117.91438307199999
3142,-1.19,Oc1ccc(C)cc1C,122.07316494
3143,-1.19,O=C(c1ccccc1),106.041864812
3144,-1.2,OCc1ccc(C)cc1,122.07316494
3145,-1.2,O=C(OC)C(C2C(OC)=O)C1CC2C=C1,210.089208928
3146,-1.21,O=C(C=C)OCC(C)C,128.083729624
3147,-1.22,CC(C)(NCC(c1cc(CO)c(O)cc1)O)C,239.152143532
3148,-1.22,CC(C)C(O)C(C)C,116.120115132
3149,-1.23,O=C(O)C(N)Cc1c[nH]c2c1cccc2,204.089877624
3150,-1.23,O=S(NC(C)=O)(c1ccc(N)cc1)=O,214.04121318
3151,-1.24,CC(OCCCC)=O,116.083729624
3152,-1.24,CCCCCCO,102.104465068
3153,-1.25,O=C(C(N1)=O)C(NC1=O)=O,142.001456544
3154,-1.27,CC(C)(C)C(C)(O)CC,130.135765196
3155,-1.28,CC(c1ccccc1)=O,120.057514876
3156,-1.28,CC(c1cc(N)ccc1)=O,135.068413908
3157,-1.28,CCCC(OCC)=O,116.083729624
3158,-1.29,CC(Cl)Cl,97.969005488
3159,-1.3,CC(Nc1ccc(OC)cc1)=O,165.078978592
3160,-1.3,c1(cccn2)c2cccc1,129.057849224
3161,-1.3,CCCCCC=O,100.088815004
3162,-1.32,BrCCCl,141.918489908
3163,-1.33,CC(Nc1ccccc1)=O,135.068413908
3164,-1.33,CC(CCC(C)C)=O,114.104465068
3165,-1.36,CCc(cccc1)c1O,122.07316494
3166,-1.36,CCCCC(OC)=O,116.083729624
3167,-1.37,N=C(N)NN(=O)=O,104.033425368
3168,-1.37,Clc1cc(N)ccc1,127.01887687199999
3169,-1.38,OCCCc1ccccc1,136.088815004
3170,-1.38,CC(O)CCC(C)C,116.120115132
3171,-1.39,O=C(C(CC)(CC)C(N1)=O)NC1=O,184.084792244
3172,-1.4,Cc1cc(C)cc(O)c1,122.07316494
3173,-1.4,O=C(c(cc1)ccc1N)OCCN(CC)CC,236.15247788
3174,-1.4,CC(Nc(cccc1)c1Cl)=O,169.029441556
3175,-1.4,CCCC(O)CCC,116.120115132
3176,-1.41,O=C(O)CCc1ccccc1,150.06807956
3177,-1.42,CC(CCCCC)=O,114.104465068
3178,-1.42,c1(c2ncccc2)ccccn1,156.068748256
3179,-1.43,Cc(c(O)ccc1)c1C,122.07316494
3180,-1.45,c1cccs1,84.003371128
3181,-1.45,c1(ccnc2)c2cccc1,129.057849224
3182,-1.47,O=C(O)c1cscc1,127.993200368
3183,-1.47,ClCCC,78.023627904
3184,-1.48,ClC(Cl)CCl,131.930033136
3185,-1.49,O=Cc1ccc(OC)cc1,136.052429496
3186,-1.5,S(=O)(=O)(CCCl)CCCl,189.962205856
3187,-1.51,O=C(O)CNC(N)=N,117.053826464
3188,-1.52,c1(cccc2)c2[nH]cc1,117.057849224
3189,-1.52,OCC(C)(C)CCC,116.120115132
3190,-1.52,OC(c1ccccc1N)=O,137.047678464
3191,-1.52,OC(C=C4)C2C5(C4C(N(C)CC5)C3)c1c3ccc(OC)c1O2,299.152143532
3192,-1.53,NCc1ccccc1,107.073499288
3193,-1.54,c1(c2ccncc2)ccncc1,156.068748256
3194,-1.54,Oc1cc(C)ccc1C,122.07316494
3195,-1.55,OCCCC(C)(C)C,116.120115132
3196,-1.55,OC(c1ccccc1)=O,122.036779432
3197,-1.55,CN1CCCCC1C(Nc2c(C)cccc2C)=O,246.173213324
3198,-1.55,CSc1nc(ncnc2)c2nc1,178.031317192
3199,-1.55,Clc(cc(Cl)cc1)c1O,161.963920108
3200,-1.55,CCCCCC(O)C,116.120115132
3201,-1.56,CCCCC(=O)CC(=O)C,142.099379688
3202,-1.56,Oc1c(OC)cc(CC=C)cc1,164.083729624
3203,-1.56,CN2C(NC(N1)=C(C2=O)NC1=O)=O,182.043990052
3204,-1.57,Cc(cc(O)cc1)c1Cl,142.018542524
3205,-1.57,CNC(Oc1c(C2OCCO2)cccc1)=O,223.084457896
3206,-1.58,CC(Nc(cc1)ccc1C=O)=O,163.063328528
3207,-1.59,O=C(c1ccc(N)cc1)OC,151.063328528
3208,-1.6,C1(c2ccccc2)CO1,120.057514876
3209,-1.6,CC(Cl)CCl,111.98465555199999
3210,-1.6,O=C(CC(C)=O)CC(C)C,142.099379688
3211,-1.6,Cc1c(N(C(C(OC)=O)C)C(COC)=O)c(C)ccc1,279.147058152
3212,-1.6,FC(F)(F)c1c(C(O)=O)cccc1,190.02416406
3213,-1.6,OCC(C)CC(C)C,116.120115132
3214,-1.6,O=C(Nc1ccccc1)N(C)C,164.094963004
3215,-1.61,NS(=O)(c(cc1)ccc1NC(C)=O)=O,214.04121318
3216,-1.61,OC(C2OC(C)=O)CNC2Cc1ccc(OC)cc1,265.131408088
3217,-1.62,CNC(ON=C(C(C)(C)C)CSC)=O,218.108898816
3218,-1.62,O=C(N(CC=C)CC=C)C(Cl)Cl,207.021769332
3219,-1.63,O=Cc1cc(OCO2)c2cc1,150.031694052
3220,-1.64,C=C(Cl)Cl,95.953355424
3221,-1.64,O=S(c1ccccc1C2=O)(N2)=O,182.99901402
3222,-1.64,CC2(CC1)CCC1C(O2)(C)C,154.135765196
3223,-1.64,O=C(N1)NC(C(CCCC)(CC)C1=O)=O,212.116092372
3224,-1.66,Clc1ccc(N)cc1,127.01887687199999
3225,-1.67,CC(COC(N)=O)(CCC)COC(N)=O,218.126657056
3226,-1.67,CC(OC1CCCCC1)=O,142.099379688
3227,-1.68,O=N(=O)c1cc(C(O)=O)ccc1,167.02185764
3228,-1.7,O=C(O)c1c(OC)c(Cl)ccc1Cl,219.969399412
3229,-1.7,CCNc1ccccc1,121.08914935199999
3230,-1.7,CCCCCCC=O,114.104465068
3231,-1.71,FC(F)(F)C(Cl)Br,195.890224472
3232,-1.71,O=C(N1)NC(C(C(C)C)(CC=C)C1=O)=O,210.100442308
3233,-1.72,CC(O)(C)CCCCC,130.135765196
3234,-1.72,CC(O)C(C)CCCC,130.135765196
3235,-1.73,O=C1C=CC(c2cc(ccc2O)O)(C=C1)O,218.0579088
3236,-1.73,BrCCC,121.973112324
3237,-1.74,Oc1ccccc1N(=O)=O,139.02694302
3238,-1.74,ClC(Cl)C(Cl)Cl,165.891060784
3239,-1.74,NS(=O)(c1ccc(C)cc1)=O,171.035399528
3240,-1.75,CCCCC(OCC)=O,130.099379688
3241,-1.76,CSc2ncc1nccnc1n2,178.031317192
3242,-1.76,NC(c(cccc1)c1O)=O,137.047678464
3243,-1.76,Cc1c(NC(CN(CC)CC)=O)c(C)ccc1,234.173213324
3244,-1.77,CC=CC=CC(O)=O,112.052429496
3245,-1.77,NC(Nc1ccccc1)=S,152.040819256
3246,-1.77,O=C(CS1)NC1=S,132.965605716
3247,-1.78,Oc1ccc(C(OC)=O)cc1,152.047344116
3248,-1.78,O=C(OCCC)c1cc(O)c(O)c(O)c1,212.068473484
3249,-1.78,CC(Nc(cc1)ccc1F)=O,153.058992096
3250,-1.8,O=N(=O)c1ccccc1,123.0320284
3251,-1.8,O=C(NC)Oc1cc(C)ccc1,165.078978592
3252,-1.8,Fc1ccccc1,96.03752838
3253,-1.81,CCCCCCCO,116.120115132
3254,-1.82,Oc1ccccc1C(O)=O,138.031694052
3255,-1.83,O=C(c1ccccc1)CC,134.07316494
3256,-1.83,CC(N=C1SC(S(N)(=O)=O)=NN1C)=O,236.003782116
3257,-1.84,CC15C(O)C=CC2(OC5=O)C1C(C(O)=O)C3(CC4=C)C2CCC4(O)C3,346.141638424
3258,-1.85,COc1ccccc1,108.057514876
3259,-1.86,O=C(O)C(CCC)CCC,144.115029752
3260,-1.87,O=C(C=C3)CC(C34CC2)(CCN4C)c1c2ccc(OC)c1O,299.152143532
3261,-1.87,O=C1CC(C)CCC1,112.088815004
3262,-1.89,C12CCCCN1CC(C(CCCC4)N4C3)CC23,234.20959883199998
3263,-1.89,O=C(OCCCCC)C,130.099379688
3264,-1.89,O=C(OCC)C1(c2ccccc2)CCN(C)CC1,247.157228912
3265,-1.89,COc1c(C2=O)c(CO2)ccc1OC,194.0579088
3266,-1.89,O=C(O)CCCCCCCC(O)=O,188.104858992
3267,-1.9,ClC(Br)(Br),205.813351912
3268,-1.91,C(Br)(Br)Br,249.762836332
3269,-1.91,CN1C2CCC1CC(OC(C(CO)c3ccccc3)=O)C2,289.167793596
3270,-1.91,CC(Nc(cc1)ccc1OC(C)=O)=O,193.073893212
3271,-1.92,CCCC(OCCC)=O,130.099379688
3272,-1.92,O=C(c(c(C=O)ccc1OC)c1OC)O,210.05282342
3273,-1.92,NC(OCCCCCC)=O,145.11027872
3274,-1.92,CN(C)c1ccccc1,121.08914935199999
3275,-1.92,O=C(CC)Nc1ccccc1,149.084063972
3276,-1.92,CC(OCCC(C)C)=O,130.099379688
3277,-1.93,O=C(C(NC1=O)=CC(N1)=O)O,156.017106608
3278,-1.93,OC(c1ccccc1)C(c2ccccc2)O,214.099379688
3279,-1.94,O=S(c1ccc(N)cc1)(Nc2nnc(CC)s2)=O,284.040167624
3280,-1.94,Cc(cc2)cc1c2ccc(C)n1,157.089149352
3281,-1.95,CN(C)c1nc(C)c(C)c(OC(N(C)C)=O)n1,238.142975816
3282,-1.96,COc(cccc1)c1N(=O)=O,153.042593084
3283,-1.96,O=C(O)C=Cc1c[nH]cn1,138.042927432
3284,-1.96,CC(Cl)CC,92.039277968
3285,-1.96,Nc1ccccc1N(=O)=O,138.042927432
3286,-1.97,C1=CCC=CC1,80.062600256
3287,-1.99,Oc(cc2)cc1c2CCCC1,148.088815004
3288,-2.0,CC(Cl)(Cl)Cl,131.930033136
3289,-2.02,Cc1ccccc1S(N)(=O)=O,171.035399528
3290,-2.03,ClCCCC,92.039277968
3291,-2.05,CC(CCCCCC)=O,128.120115132
3292,-2.05,O=C(NC)Oc(cccc1)c1OC(C)C,209.10519334
3293,-2.06,O=S(c1ccc(C(C)=O)cc1)(NC(NC2CCCCC2)=O)=O,324.11437811999997
3294,-2.06,C=C(C(O)=O)c1ccccc1,148.052429496
3295,-2.06,CC1=CCC(C(C)=C)CC1=O,150.104465068
3296,-2.06,O=C(c(cccc1)c1C)O,136.052429496
3297,-2.07,c1ccc2C(O)N3CCC(O)C3=Nc2c1,204.089877624
3298,-2.07,OC(Cc1c[nH]c2c1cccc2)=O,175.063328528
3299,-2.08,CC(c1cc(O)c(C)cc1)C,150.104465068
3300,-2.09,CC(Nc1cc(C)ccc1)=O,149.084063972
3301,-2.09,O=C(N(C)C)Oc1cc(C)nn1c2ccccc2,245.11642672
3302,-2.09,CC(I)C,169.959248224
3303,-2.09,CC(O)CCCCCC,130.135765196
3304,-2.09,O=C(C5)N(C4C2(CC7)C(N7C6)CC3C6=CCOC5C34)c1c2cc(OC)c(OC)c1,394.18925731199994
3305,-2.1,OCc(c(Cl)ccc1)c1Cl,175.979570172
3306,-2.11,OCC(CC)CCCC,130.135765196
3307,-2.11,OC(c1ccccc1C(O)=O)=O,166.026608672
3308,-2.12,Sc1ccccc1,110.019021192
3309,-2.12,Nc1ncnc2c1nc[nH]2,135.05449516
3310,-2.13,CN(CN(C)CS1)C1=S,162.02854032
3311,-2.14,O=C(c1cc(C)ccc1)O,136.052429496
3312,-2.14,c1ccc2C=CC(=O)Nc2c1,145.052763844
3313,-2.15,O=C1NCCN1C(NCC(C)C)=O,185.11642672
3314,-2.15,C1=CC=CC=CC1,92.062600256
3315,-2.16,O=C(O)COc(cccc1)c1Cl,186.00837176399997
3316,-2.16,Oc(cc2)cc1c2nccc1,145.052763844
3317,-2.17,O=C(N1)NC(C(C2=CCCCC2)(CC)C1=O)=O,236.116092372
3318,-2.17,NC(Nc1ccc(OCC)cc1)=O,180.089877624
3319,-2.18,O=C(N1)NC(C(c2ccccc2)(CC=C)C1=O)=O,244.084792244
3320,-2.18,O=S(NC(NCCCC)=O)(c(cc1)ccc1N)=O,271.099062404
3321,-2.18,ClC(Cl)(Cl)CCl,165.891060784
3322,-2.19,O=N(c1ccc(C=NO)o1)=O,156.017106608
3323,-2.19,Nc1cccc(N(=O)=O)c1,138.042927432
3324,-2.21,O=C(N1)NC(C(C(C)C)(CC)C1=O)=O,198.100442308
3325,-2.21,Cc1ccccc1,92.062600256
3326,-2.21,OC(c1ccccc1)(c2ccccc2)C(O)=O,228.078644244
3327,-2.22,Oc2cccc1ccccc12,144.057514876
3328,-2.22,Cc1cc(O)c(C(C)C)cc1,150.104465068
3329,-2.22,OC(C(C)Oc1ccccc1Cl)=O,200.024021828
3330,-2.22,O=N(OCC(ON(=O)=O)CON(=O)=O)=O,227.00257874000002
3331,-2.23,O=C(N1C)NC(C(CC)(CC)C1=O)=O,198.100442308
3332,-2.23,O=C(O)COc(ccc(Cl)c1)c1C,200.02402182799997
3333,-2.24,CCCCc(c(O)nc(N(C)C)n1)c1C,209.152812228
3334,-2.24,Cc1cc(NS(=O)(c2ccc(cc2)N)=O)nc(C)n1,278.083746688
3335,-2.24,CC(Nc(cccc1)c1O)=O,151.063328528
3336,-2.26,S=C(NC=C1)NC1=O,128.004433748
3337,-2.28,Oc2cc1ccccc1cc2,144.057514876
3338,-2.28,O=C(NC1=O)C(N(=O)=O)C(N1)=O,173.007270196
3339,-2.29,ICCC,169.959248224
3340,-2.3,CCCCCCCC(O)=O,144.115029752
3341,-2.3,S=P(OCC)(OCC)Oc1ccc(S(C)=O)cc1,308.030587654
3342,-2.31,Fc1c(F)c(F)cc(F)c1,150.009262944
3343,-2.32,O=C(OCC)c1ccccc1,150.06807956
3344,-2.32,CC1(C)C2CCC1(C)C(O)C2,154.135765196
3345,-2.32,Nc1ccc(S(=O)(Nc2ccnn2c3ccccc3)=O)cc1,314.08374668799996
3346,-2.33,O=C(c(cc1)ccc1N)OCCC,179.094628656
3347,-2.33,O=C(NN)Nc1ccccc1,151.074561908
3348,-2.34,Oc1c(cccc1)C(OC)=O,152.047344116
3349,-2.34,Oc(c(Cl)cc(Cl)c1)c1Cl,195.924947756
3350,-2.34,CCC(CCC2=O)(c1ccccc1)C(N2)=O,217.11027872
3351,-2.35,Nc1c(CC)cccc1CC,149.12044948
3352,-2.35,O=C(OCC)c1ccccc1C(OCC)=O,222.089208928
3353,-2.35,O=C(c1ccc(O)cc1)OCC,166.06299418
3354,-2.36,CCCCCCCC=O,128.120115132
3355,-2.36,C#CCCCC,82.07825032
3356,-2.36,O=C(NC1CCCCCCC1)N(C)C,198.173213324
3357,-2.36,CSc2c1nccnc1ncn2,178.031317192
3358,-2.36,S=C2N=CC1=C(N2)N=CC=N1,164.015667128
3359,-2.37,CCOc1ccc(NC(C)=O)cc1,179.094628656
3360,-2.37,CCCCBr,135.988762388
3361,-2.38,Clc1ccccc1,112.00797784
3362,-2.38,BrC(CCl)CBr,233.84465204
3363,-2.38,N#Cc1ccccc1C#N,128.037448128
3364,-2.38,Oc1c(cn[nH]2)c2ncn1,136.038510748
3365,-2.39,ClCc1ccccc1,126.023627904
3366,-2.39,Oc(cccc2)c2c1ccccc1,170.07316494
3367,-2.39,CSc1ccccc1,124.034671256
3368,-2.4,ClC(Cl)CCC,126.00030561599999
3369,-2.41,O=C(c(cc1)ccc1OC)OC,166.06299418
3370,-2.41,Cc1nnc(NS(=O)(c2ccc(N)cc2)=O)s1,270.02451756
3371,-2.41,O=N(c1ccc(OC)cc1)=O,153.042593084
3372,-2.42,Cc1c[nH]c2c1cccc2,131.073499288
3373,-2.43,CC(C)CBr,135.988762388
3374,-2.43,S=C(NC(C)=C1)NC1=O,142.020083812
3375,-2.43,Nc1ccc(S(Nc2nccs2)(=O)=O)cc1,255.013618528
3376,-2.43,O=C(C(S(=O)(CCO2)=O)=C2C)Nc1ccccc1,267.05652889600003
3377,-2.44,O=N(c1cc(C)ccc1)=O,137.047678464
3378,-2.44,O=S(c1ccc(N)cc1)(Nc2nc(C)c(C)o2)=O,267.067762276
3379,-2.45,n(cc(c(n1)O)C)c1S,142.020083812
3380,-2.45,CC(C(O)=O)Oc(ccc(Cl)c1)c1Cl,233.985049476
3381,-2.47,O=C(O)c1c(Cl)c(N)cc(Cl)c1,204.96973376
3382,-2.48,O=C(N1C(C)(C)C)C(Cl)=C(C)NC1=O,216.066555336
3383,-2.48,OC(C=Cc1ccccc1)=O,148.052429496
3384,-2.48,O=C(CCl)N(C(C)C)c1ccccc1,211.076391748
3385,-2.51,Clc1c(OCC(O)=O)ccc(Cl)c1,219.969399412
3386,-2.52,O=C2c1c(O)ccc(Cl)c1C(O)C3C2=C(O)C(C(C(C(N)=O)=C(O)C4N(C)C)=O)(O)C4C3,464.098643312
3387,-2.52,CC(C(C(NC1=O)=O)(C(N1)=O)CC)CCC,226.131742436
3388,-2.53,COc1c(O)cc(Cl)c(Cl)c1,191.974484792
3389,-2.54,CC=CCC,70.07825032
3390,-2.54,ClCc(cc1)ccc1F,144.014206092
3391,-2.54,Oc1c(cccn2)c2ccc1,145.052763844
3392,-2.54,COc1cc(NS(=O)(c2ccc(cc2)N)=O)nc(C)n1,294.07866130800005
3393,-2.55,Clc1cc(C)c(OC(C)C(O)=O)cc1,214.039671892
3394,-2.56,CC1=C(C(Nc2ccccc2)=O)CCCO1,217.11027872
3395,-2.57,O=C(N1)NC(C(CCC(C)C)(CC)C1=O)=O,226.131742436
3396,-2.58,COc1cnc(NS(=O)(c2ccc(cc2)N)=O)nc1,280.063011244
3397,-2.58,CC(CCCCCCC)=O,142.135765196
3398,-2.59,C1=CCCCC1,82.07825032
3399,-2.59,OC(c1cc(Cl)ccc1)=O,155.99780708
3400,-2.59,CCc1cccs1,112.034671256
3401,-2.6,C1(CN(c3ccccc3)Cc2ccccc2)=NCCN1,265.157897608
3402,-2.6,C(Cl)(Cl)C(Cl)(Cl)Cl,199.852088432
3403,-2.6,COc1ccc(C(C2CC2)(c3cncnc3)O)cc1,256.121177752
3404,-2.61,OC(CN1C(Sc2c1c(Cl)ccc2)=O)=O,242.975691732
3405,-2.62,O=S(Nc1noc(C)c1)(c2ccc(N)cc2)=O,253.052112212
3406,-2.62,NC(OCCCCCCC)=O,159.125928784
3407,-2.62,O=S(c1c2cc(Cl)c(S(N)(=O)=O)c1)(NCN2)=O,296.964475416
3408,-2.63,C12C(ON(=O)=O)COC1C(ON(=O)=O)CO2,236.02806521600002
3409,-2.63,O=C(c1ccc(N)cc1)CC,149.084063972
3410,-2.63,CC(Cl)CCC,106.05492803199999
3411,-2.64,CN(CCN(c2ncccc2)Cc1ccccc1)C,255.17354767199998
3412,-2.64,CN(C)CCN(c2ccccn2)Cc1cccs1,261.129968608
3413,-2.65,OC(Cc2cccc1ccccc12)=O,186.06807956
3414,-2.68,CC(C)N2C(c1ccccc1NS2(=O)=O)=O,240.056863244
3415,-2.68,C=CCCC,70.07825032
3416,-2.68,c12c(cccn3)c3ccc1cccn2,180.068748256
3417,-2.69,CC(Nc1ccc(N(=O)=O)cc1)=O,180.053492116
3418,-2.69,ClC(C(C)(Cl)C)C,140.01595568
3419,-2.7,CC(Cl)C(Cl)C,126.00030561599999
3420,-2.7,Nc(cc2)ccc2c1ccc(N)cc1,184.100048384
3421,-2.7,O=C(O)CCCCCCCCCCN,201.172878976
3422,-2.71,CCCCCCC(OCC)=O,158.130679816
3423,-2.71,c1cc(OCC)ccc1C(=O)OCCN(CC)CC,265.167793596
